,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,SALE_COND
1552,5,1532,1.0,1.0,4,0,0,3,1,4,11301300,3
1553,3,1896,3.0,2.0,5,0,1,3,0,3,9911860,1
1554,0,1296,1.0,1.0,3,1,1,3,0,1,6537250,0
1555,4,2045,3.0,2.0,5,1,2,1,1,4,16957260,1
1556,1,722,1.0,1.0,2,0,0,2,1,1,5310935,0
1557,1,637,1.0,1.0,2,1,2,3,1,4,10576965,0
1558,3,1519,2.0,1.0,4,1,2,3,0,3,12682380,0
1559,0,1107,1.0,1.0,3,0,0,1,2,0,4462000,2
1560,5,1788,1.0,1.0,4,1,0,3,1,5,13581650,0
1561,0,923,1.0,1.0,3,1,2,1,1,0,7346750,1
1562,2,1261,2.0,1.0,4,1,0,2,1,3,9822750,4
1563,6,1773,1.0,1.0,4,0,1,1,2,5,14101250,3
1564,2,1104,1.0,1.0,3,1,1,3,1,3,9718230,0
1565,2,883,1.0,1.0,3,0,0,2,0,5,7781350,4
1566,0,1639,2.0,2.0,4,1,1,2,0,3,8793625,4
1567,0,910,1.0,1.0,3,0,1,3,1,2,5602750,4
1568,0,1572,2.0,2.0,4,1,1,2,0,0,6714500,4
1569,4,1854,3.0,2.0,5,1,1,2,1,3,10948060,0
1570,0,1219,1.0,1.0,3,1,1,2,0,1,5943875,1
1571,1,1033,1.0,1.0,3,1,0,1,1,2,8023795,1
1572,1,861,1.0,1.0,3,1,0,0,1,1,7587075,4
1573,2,963,1.0,1.0,3,1,0,2,1,3,7944000,1
1574,3,1537,2.0,1.0,4,0,1,3,2,0,7468400,1
1575,0,1579,2.0,2.0,4,0,2,3,1,0,9343500,1
1576,6,1925,2.0,1.0,5,1,0,0,1,3,12688340,0
1577,0,1584,2.0,2.0,4,0,2,1,0,2,10495250,2
1578,6,1829,2.0,1.0,5,1,0,2,1,5,14229060,1
1579,3,1761,2.0,1.0,4,0,2,2,0,0,11360310,2
1580,0,1204,1.0,1.0,3,1,1,2,0,3,7452250,2
1581,2,1165,1.0,1.0,3,0,0,2,0,5,8196250,0
1582,2,1109,1.0,1.0,3,0,0,0,1,4,8713900,4
1583,2,818,1.0,1.0,3,1,2,3,1,3,11752250,4
1584,6,1600,1.0,1.0,4,0,0,0,2,5,12213120,0
1585,0,1170,1.0,1.0,3,0,1,2,1,5,8322500,4
1586,2,1288,2.0,1.0,4,0,0,1,0,5,8935000,1
1587,5,1598,1.0,1.0,4,1,0,2,2,5,13358600,1
1588,2,722,1.0,1.0,2,0,1,3,1,3,6494240,1
1589,2,798,1.0,1.0,2,0,0,3,0,4,6486150,0
1590,0,933,1.0,1.0,3,1,2,3,2,1,8745000,3
1591,2,1086,1.0,1.0,3,1,2,0,1,4,14021800,4
1592,4,1952,3.0,2.0,5,0,0,1,1,3,9671160,4
1593,2,1052,1.0,1.0,3,0,1,2,1,3,7871490,0
1594,3,1786,2.0,1.0,4,0,2,1,1,3,14205080,0
1595,0,1652,2.0,2.0,4,0,1,1,1,0,7014500,4
1596,0,1607,2.0,2.0,4,1,0,2,1,0,6227250,0
1597,2,1229,2.0,1.0,4,0,0,3,0,3,7946950,2
1598,6,1902,2.0,1.0,5,0,2,3,1,3,20181980,2
1599,3,1677,2.0,1.0,4,0,2,3,2,0,12695370,3
1600,2,979,1.0,1.0,3,1,0,1,0,4,8959150,4
1601,1,655,1.0,1.0,2,0,2,0,0,3,7924640,1
1602,2,947,1.0,1.0,3,1,2,0,1,4,11867800,1
1603,3,1882,3.0,2.0,5,0,2,0,1,0,12402070,0
1604,2,963,1.0,1.0,3,1,0,2,0,4,8260400,0
1605,2,1055,1.0,1.0,3,1,2,1,0,3,12069000,3
1606,0,1390,2.0,2.0,4,0,1,2,0,2,5940500,0
1607,3,1599,2.0,1.0,4,1,1,1,0,0,7989570,4
1608,0,1591,2.0,2.0,4,0,0,0,1,5,8791000,3
1609,0,1265,1.0,1.0,3,1,2,0,1,2,10027000,1
1610,1,870,1.0,1.0,3,1,2,3,1,2,11111010,2
1611,1,1122,1.0,1.0,3,1,1,3,0,1,8599095,3
1612,1,613,1.0,1.0,2,1,1,1,1,2,6703210,2
1613,3,1670,2.0,1.0,4,1,0,0,1,0,8153390,2
1614,4,1338,2.0,1.0,4,0,2,3,2,4,12846980,3
1615,4,1319,1.0,1.0,3,0,1,2,1,3,7826780,2
1616,4,1710,2.0,1.0,4,1,0,2,1,5,10978140,1
1617,5,1938,2.0,1.0,5,1,0,0,0,3,11802180,0
1618,0,1058,1.0,1.0,3,1,1,2,0,5,8388500,3
1619,2,1251,2.0,1.0,4,0,2,3,2,4,14239850,2
1620,5,1710,1.0,1.0,4,0,2,2,2,3,18299980,0
1621,1,617,1.0,1.0,2,0,1,2,1,1,4917940,0
1622,1,916,1.0,1.0,3,0,1,3,2,0,6177070,0
1623,2,1027,1.0,1.0,3,0,0,0,0,5,7671200,1
1624,1,1223,2.0,2.0,4,0,1,3,0,0,6897450,0
1625,4,1422,2.0,1.0,4,1,2,1,1,5,13940580,1
1626,2,1081,1.0,1.0,3,1,2,3,0,3,12370100,2
1627,3,1603,2.0,1.0,4,1,2,1,2,2,14102650,2
1628,5,1762,1.0,1.0,4,1,1,2,1,4,14682580,4
1629,1,1219,2.0,2.0,4,0,0,2,0,2,7400260,1
1630,4,1953,3.0,2.0,5,1,0,1,1,3,10288980,2
1631,0,1208,1.0,1.0,3,0,1,1,2,1,6377750,2
1632,0,849,1.0,1.0,2,1,2,1,1,0,6312750,0
1633,0,522,1.0,1.0,2,0,0,3,2,1,4362750,2
1634,0,1610,2.0,2.0,4,0,2,2,2,4,12520250,0
1635,4,1945,3.0,2.0,5,1,0,2,2,3,10834460,2
1636,1,884,1.0,1.0,3,1,1,1,0,5,9426345,3
1637,0,668,1.0,1.0,2,0,0,3,2,3,5232500,0
1638,0,740,1.0,1.0,2,0,0,3,1,3,5283000,2
1639,1,1158,1.0,1.0,3,1,1,2,2,3,10416480,1
1640,3,1840,3.0,2.0,5,1,2,3,2,2,15715370,4
1641,2,829,1.0,1.0,3,1,0,1,2,5,9179950,3
1642,5,1650,1.0,1.0,4,0,2,2,0,3,17115030,2
1643,5,1663,1.0,1.0,4,0,1,1,2,4,12869560,0
1644,3,1913,3.0,2.0,5,0,0,1,0,0,7030720,0
1645,3,1963,3.0,2.0,5,0,0,1,1,1,8636980,2
1646,6,1806,2.0,1.0,5,0,1,1,1,5,14638800,4
1647,3,1630,2.0,1.0,4,0,0,3,2,0,7279480,0
1648,0,1016,1.0,1.0,3,0,0,1,2,0,4473750,2
1649,6,1823,2.0,1.0,5,1,2,0,0,5,20527770,0
1650,2,1185,1.0,1.0,3,0,2,3,0,3,12387700,4
1651,0,1478,2.0,2.0,4,0,0,0,0,0,4458750,3
1652,2,875,1.0,1.0,3,1,0,0,2,4,8537500,0
1653,4,2087,3.0,2.0,5,1,0,3,2,3,11552700,0
1654,5,1970,2.0,1.0,5,1,0,0,1,4,13703500,0
1655,3,1645,2.0,1.0,4,1,2,2,0,3,13920600,0
1656,6,1856,2.0,1.0,5,0,2,2,1,3,19550620,3
1657,3,1782,2.0,1.0,4,1,2,2,2,3,16068640,4
1658,0,1465,2.0,2.0,4,1,0,3,1,0,6397000,2
1659,4,2439,4.0,2.0,6,0,0,2,2,3,11119720,0
1660,4,1693,2.0,1.0,4,0,1,3,2,5,11431660,2
1661,5,1737,1.0,1.0,4,0,1,2,1,3,12793250,4
1662,0,1111,1.0,1.0,3,1,0,3,2,5,8631250,0
1663,4,2485,4.0,2.0,6,0,2,3,1,4,18984160,3
1664,3,1568,2.0,1.0,4,1,1,2,2,5,12415670,4
1665,0,512,1.0,1.0,2,0,2,2,2,1,5244500,1
1666,2,958,1.0,1.0,3,0,2,3,0,3,10720550,2
1667,6,1565,1.0,1.0,4,1,2,1,2,5,19685020,2
1668,4,1706,2.0,1.0,4,1,2,2,1,3,14400140,2
1669,3,1616,2.0,1.0,4,1,0,1,1,5,10094160,3
1670,5,1531,1.0,1.0,4,0,2,1,1,4,17480550,2
1671,5,1636,1.0,1.0,4,1,1,1,2,3,13380530,2
1672,4,1997,3.0,2.0,5,1,2,1,1,3,16469500,4
1673,2,915,1.0,1.0,3,1,1,2,1,3,8133300,0
1674,1,1046,1.0,1.0,3,0,2,1,0,2,10760220,3
1675,4,1465,2.0,1.0,4,0,0,1,2,5,10148180,4
1676,4,1399,2.0,1.0,4,1,1,2,2,5,10695340,0
1677,2,1126,1.0,1.0,3,0,1,0,2,3,8882720,1
1678,0,1368,2.0,2.0,4,0,0,3,1,3,6774750,1
1679,2,709,1.0,1.0,2,0,0,2,0,4,6435300,1
1680,6,1550,1.0,1.0,4,0,0,0,1,4,11109230,3
1681,3,1882,3.0,2.0,5,1,2,1,1,0,14239220,0
1682,5,1538,1.0,1.0,4,1,0,1,2,3,11312920,0
1683,3,1881,3.0,2.0,5,0,2,1,1,3,14495770,1
1684,1,641,1.0,1.0,2,0,2,2,1,4,9947855,4
1685,5,1912,2.0,1.0,5,0,0,2,1,3,12364840,3
1686,2,1194,1.0,1.0,3,1,2,1,2,3,13683650,0
1687,0,1502,2.0,2.0,4,1,0,0,2,4,9328250,3
1688,5,1649,1.0,1.0,4,0,2,0,2,4,18803650,0
1689,0,854,1.0,1.0,2,0,0,3,2,5,7581750,0
1690,4,2388,4.0,2.0,6,1,0,3,1,3,12014520,1
1691,0,1381,2.0,2.0,4,0,0,2,2,3,8286250,4
1692,2,838,1.0,1.0,3,1,2,1,2,5,12194550,0
1693,4,1684,2.0,1.0,4,1,2,3,1,4,14994840,2
1694,5,1740,1.0,1.0,4,1,0,2,2,4,13695970,4
1695,6,1918,2.0,1.0,5,1,2,1,0,4,20747530,1
1696,0,669,1.0,1.0,2,0,1,1,0,4,5110125,2
1697,2,965,1.0,1.0,3,0,1,2,2,5,9625300,3
1698,3,1899,3.0,2.0,5,0,0,1,1,1,8433410,3
1699,3,1553,2.0,1.0,4,0,0,0,0,2,6766430,0
1700,0,976,1.0,1.0,3,1,0,1,1,3,6895500,2
1701,5,1628,1.0,1.0,4,0,0,3,2,4,12651550,4
1702,2,894,1.0,1.0,3,1,1,3,1,4,9038780,0
1703,5,1734,1.0,1.0,4,0,0,0,0,3,10497580,2
1704,0,662,1.0,1.0,2,0,2,3,0,2,5073500,1
1705,1,994,1.0,1.0,3,0,2,3,2,0,10834880,3
1706,2,1033,1.0,1.0,3,0,2,1,0,5,11718800,0
1707,0,1462,2.0,2.0,4,0,0,0,0,0,4361500,0
1708,5,1662,1.0,1.0,4,1,2,0,0,4,19074830,3
1709,4,1865,3.0,2.0,5,0,0,3,2,3,9859360,1
1710,0,1042,1.0,1.0,3,1,1,0,1,0,5265250,3
1711,2,828,1.0,1.0,3,0,1,1,0,4,7553060,4
1712,2,850,1.0,1.0,3,0,0,2,1,3,7123750,3
1713,0,1562,2.0,2.0,4,1,2,2,0,3,11359000,1
1714,4,1425,2.0,1.0,4,1,0,3,2,3,9762100,2
1715,5,1813,2.0,1.0,5,0,1,3,0,4,12370550,0
1716,3,1973,3.0,2.0,5,0,0,2,2,1,8962970,4
1717,5,1558,1.0,1.0,4,0,0,2,1,3,10841760,3
1718,3,1702,2.0,1.0,4,1,0,2,0,5,10140700,0
1719,6,1781,1.0,1.0,4,0,2,2,0,3,17959010,1
1720,6,1538,1.0,1.0,4,1,2,0,1,3,17749320,1
1721,3,1906,3.0,2.0,5,1,2,2,1,3,16602700,1
1722,5,1782,1.0,1.0,4,1,1,2,1,5,14980260,2
1723,1,848,1.0,1.0,3,1,2,2,1,3,11476830,0
1724,2,737,1.0,1.0,2,1,2,1,0,4,10276200,3
1725,6,1512,1.0,1.0,4,1,1,0,1,5,13737610,3
1726,4,1956,3.0,2.0,5,1,0,2,1,4,11373920,3
1727,4,1402,2.0,1.0,4,0,2,1,2,5,13085580,0
1728,2,779,1.0,1.0,2,1,1,2,1,3,7574830,1
1729,5,1625,1.0,1.0,4,0,1,2,2,3,12085470,2
1730,5,1724,1.0,1.0,4,0,1,0,1,3,12337540,2
1731,4,2277,4.0,2.0,6,1,1,1,2,4,13310520,2
1732,6,1692,1.0,1.0,4,1,1,2,1,4,13669910,1
1733,2,1184,1.0,1.0,3,1,2,1,0,5,13860650,0
1734,0,657,1.0,1.0,2,0,1,0,0,2,3643875,1
1735,2,942,1.0,1.0,3,0,0,2,0,4,7766550,4
1736,3,1535,2.0,1.0,4,1,2,1,2,4,14211850,0
1737,2,966,1.0,1.0,3,1,2,2,1,5,13231850,2
1738,0,1294,1.0,1.0,3,1,1,1,0,5,9160750,4
1739,4,2042,3.0,2.0,5,1,1,2,1,3,11848520,2
1740,1,1110,1.0,1.0,3,1,1,1,2,0,8561060,3
1741,2,819,1.0,1.0,3,1,0,2,1,3,8131900,4
1742,2,1132,1.0,1.0,3,0,2,2,1,5,13709700,3
1743,1,900,1.0,1.0,3,1,1,1,2,4,10128440,4
1744,4,2486,4.0,2.0,6,1,2,2,2,3,19615980,2
1745,0,896,1.0,1.0,3,1,2,1,0,0,6765500,3
1746,3,1749,2.0,1.0,4,1,2,3,2,3,15388610,2
1747,2,1252,2.0,1.0,4,1,2,1,1,4,14902450,3
1748,2,1234,2.0,1.0,4,0,2,1,1,5,13822150,0
1749,4,2306,4.0,2.0,6,1,0,2,1,3,11319280,1
1750,2,814,1.0,1.0,3,0,1,2,2,5,8890930,2
1751,2,878,1.0,1.0,3,0,1,3,2,5,9209360,0
1752,2,1053,1.0,1.0,3,0,2,1,2,5,13217400,1
1753,6,1809,2.0,1.0,5,0,2,2,1,4,20034510,1
1754,5,1871,2.0,1.0,5,0,1,3,2,5,14904220,3
1755,2,802,1.0,1.0,3,1,2,0,0,3,9721700,2
1756,2,1191,1.0,1.0,3,1,0,0,2,4,9894050,0
1757,1,1025,1.0,1.0,3,0,1,3,2,5,10843610,4
1758,4,1392,2.0,1.0,4,0,2,1,1,4,12286360,1
1759,4,2499,4.0,2.0,6,1,1,1,1,3,13397920,3
1760,0,1290,1.0,1.0,3,1,0,0,2,4,8700500,2
1761,5,1760,1.0,1.0,4,1,2,3,1,4,20346350,1
1762,2,1279,2.0,1.0,4,0,1,0,1,4,9795730,3
1763,2,816,1.0,1.0,3,0,2,2,2,3,10008100,0
1764,6,1904,2.0,1.0,5,0,2,0,2,3,20838520,4
1765,4,1502,2.0,1.0,4,0,2,2,1,3,12614460,3
1766,2,922,1.0,1.0,3,1,1,2,1,3,8634640,0
1767,6,1781,1.0,1.0,4,0,2,2,1,4,20518750,4
1768,1,645,1.0,1.0,2,1,2,1,1,1,8793480,3
1769,2,1142,1.0,1.0,3,0,2,1,0,5,12807300,1
1770,6,1674,1.0,1.0,4,0,0,3,0,3,10410130,2
1771,1,781,1.0,1.0,2,0,2,2,2,3,11157780,4
1772,1,1274,2.0,2.0,4,0,1,3,0,3,9335050,0
1773,0,687,1.0,1.0,2,0,1,3,0,4,5913625,4
1774,6,1886,2.0,1.0,5,0,1,3,2,4,14671170,3
1775,6,1598,1.0,1.0,4,1,2,1,2,5,20024110,3
1776,0,593,1.0,1.0,2,1,0,1,0,5,6474250,1
1777,5,1815,2.0,1.0,5,0,2,1,0,5,19814280,0
1778,0,1121,1.0,1.0,3,0,1,1,1,2,5849125,1
1779,2,1182,1.0,1.0,3,0,1,1,1,5,10097940,1
1780,5,1864,2.0,1.0,5,0,1,0,0,5,12867590,0
1781,4,2125,3.0,2.0,5,0,2,1,2,4,16656560,2
1782,2,955,1.0,1.0,3,0,0,2,2,5,9743700,4
1783,3,1625,2.0,1.0,4,0,2,2,1,3,13718940,3
1784,2,864,1.0,1.0,3,1,2,0,1,5,12556650,3
1785,2,1183,1.0,1.0,3,1,1,1,2,3,10453960,3
1786,0,938,1.0,1.0,3,0,0,3,2,1,4918500,3
1787,0,1040,1.0,1.0,3,1,0,0,1,4,7600500,4
1788,2,849,1.0,1.0,3,1,2,1,1,4,11650600,4
1789,0,914,1.0,1.0,3,1,1,3,0,3,6688000,1
1790,0,1156,1.0,1.0,3,1,0,0,2,4,8947750,4
1791,2,830,1.0,1.0,3,1,2,2,0,4,10858850,1
1792,4,1655,2.0,1.0,4,0,0,2,2,5,9843580,0
1793,4,1693,2.0,1.0,4,1,0,1,1,4,10021800,1
1794,2,1014,1.0,1.0,3,1,2,0,2,4,13091650,0
1795,2,1148,1.0,1.0,3,0,0,0,2,3,8179150,3
1796,4,2453,4.0,2.0,6,0,1,3,2,5,13729040,1
1797,4,2167,3.0,2.0,5,0,1,2,1,5,12477240,4
1798,0,1404,2.0,2.0,4,1,1,2,2,3,9146500,1
1799,6,1545,1.0,1.0,4,0,1,0,2,5,13986920,4
1800,3,1634,2.0,1.0,4,1,0,1,0,3,8177900,2
1801,2,1268,2.0,1.0,4,1,0,1,2,5,10982650,0
1802,4,1682,2.0,1.0,4,1,1,1,2,5,12239160,3
1803,3,1787,2.0,1.0,4,0,1,1,1,3,9640180,4
1804,0,1337,2.0,2.0,4,1,1,0,2,2,7953125,1
1805,1,695,1.0,1.0,2,1,1,2,1,0,6149410,1
1806,5,1930,2.0,1.0,5,0,0,1,2,5,13060780,0
1807,2,1042,1.0,1.0,3,1,1,3,2,4,10581040,2
1808,6,1613,1.0,1.0,4,0,2,1,1,3,17538420,0
1809,0,1270,1.0,1.0,3,1,0,0,2,4,8953500,4
1810,2,997,1.0,1.0,3,1,2,0,2,3,12056200,0
1811,2,726,1.0,1.0,2,0,0,0,0,4,6280650,1
1812,3,1853,3.0,2.0,5,0,1,1,0,3,10017780,4
1813,3,1591,2.0,1.0,4,0,0,2,1,2,8353830,4
1814,5,1980,2.0,1.0,5,0,1,0,2,4,14332790,1
1815,4,2226,4.0,2.0,6,1,0,2,1,4,11670400,1
1816,1,808,1.0,1.0,3,0,2,0,1,5,11949085,4
1817,0,1376,2.0,2.0,4,0,0,2,0,5,8105250,4
1818,6,1868,2.0,1.0,5,0,2,2,2,3,20033450,3
1819,0,1311,1.0,1.0,3,0,0,1,1,3,6532250,1
1820,1,805,1.0,1.0,3,1,1,3,2,2,8934405,4
1821,2,706,1.0,1.0,2,0,1,3,1,5,7818970,3
1822,0,1464,2.0,2.0,4,0,1,0,1,0,6272750,3
1823,1,648,1.0,1.0,2,0,2,1,2,5,10374210,1
1824,3,1917,3.0,2.0,5,1,0,0,0,5,11081520,0
1825,1,1018,1.0,1.0,3,1,1,3,0,3,9213320,1
1826,5,1694,1.0,1.0,4,1,2,3,1,3,18855250,0
1827,2,1112,1.0,1.0,3,1,2,3,0,4,13363650,4
1828,0,950,1.0,1.0,3,1,0,3,0,3,6408750,0
1829,1,1282,2.0,2.0,4,1,0,2,0,5,10934170,3
1830,3,1639,2.0,1.0,4,0,0,3,2,0,7016840,0
1831,4,1501,2.0,1.0,4,1,1,1,1,5,10681680,1
1832,2,765,1.0,1.0,2,0,0,2,0,3,5737000,0
1833,5,1765,1.0,1.0,4,0,0,2,2,5,13668850,4
1834,0,1518,2.0,2.0,4,1,1,0,0,0,6597000,4
1835,4,2417,4.0,2.0,6,0,0,1,2,4,11436120,0
1836,0,1070,1.0,1.0,3,1,0,3,1,0,5046750,2
1837,6,1784,1.0,1.0,4,1,1,1,1,4,14819560,4
1838,2,1188,1.0,1.0,3,0,1,0,2,3,9797510,4
1839,0,1494,2.0,2.0,4,1,0,1,0,4,8188000,3
1840,6,1810,2.0,1.0,5,0,2,1,0,5,20441490,3
1841,0,738,1.0,1.0,2,1,0,3,2,2,6799000,4
1842,4,1564,2.0,1.0,4,0,0,3,2,5,10019360,0
1843,0,1211,1.0,1.0,3,0,2,1,2,0,8505000,4
1844,3,1662,2.0,1.0,4,1,2,1,2,1,13384340,2
1845,3,1530,2.0,1.0,4,0,2,0,0,2,10851180,0
1846,1,909,1.0,1.0,3,1,0,0,1,3,8310590,2
1847,1,690,1.0,1.0,2,1,1,3,1,1,7486235,4
1848,2,780,1.0,1.0,2,0,0,0,0,5,7060000,3
1849,2,1195,1.0,1.0,3,0,0,2,2,5,10210500,2
1850,0,1428,2.0,2.0,4,1,2,2,1,5,13180500,1
1851,1,746,1.0,1.0,2,1,1,0,0,1,6390690,1
1852,1,921,1.0,1.0,3,0,1,3,0,2,7178250,3
1853,1,607,1.0,1.0,2,0,0,0,2,1,5383105,0
1854,1,712,1.0,1.0,2,0,0,3,0,4,6978025,2
1855,4,2312,4.0,2.0,6,0,0,2,2,5,12569800,3
1856,3,1809,3.0,2.0,5,0,1,1,1,5,11269470,3
1857,6,1872,2.0,1.0,5,0,1,0,2,5,14822920,1
1858,4,2286,4.0,2.0,6,0,1,3,1,5,13403120,4
1859,0,1648,2.0,2.0,4,0,0,2,0,0,5314000,3
1860,5,1522,1.0,1.0,4,0,1,3,0,4,11584500,1
1861,2,919,1.0,1.0,3,0,2,3,2,4,12157650,2
1862,6,1858,2.0,1.0,5,1,0,3,0,3,12695630,2
1863,2,1082,1.0,1.0,3,1,2,2,0,4,12944300,1
1864,0,1338,2.0,2.0,4,1,1,1,1,1,7384750,1
1865,0,1559,2.0,2.0,4,0,0,0,0,1,5749000,3
1866,0,860,1.0,1.0,2,0,1,0,1,4,6063250,1
1867,3,1769,2.0,1.0,4,1,1,3,2,0,9626680,2
1868,2,1197,1.0,1.0,3,0,0,1,2,4,9273100,0
1869,3,1971,3.0,2.0,5,1,2,2,0,3,15559710,0
1870,3,1966,3.0,2.0,5,1,0,1,0,2,9665040,2
1871,4,2176,3.0,2.0,5,0,1,1,1,4,11751940,2
1872,0,1519,2.0,2.0,4,0,1,0,0,0,5686125,3
1873,4,1892,3.0,2.0,5,1,1,3,1,4,11526700,0
1874,2,786,1.0,1.0,2,0,0,3,0,4,6900800,3
1875,2,942,1.0,1.0,3,1,1,3,2,4,9824040,2
1876,0,1344,2.0,2.0,4,1,0,1,2,2,7524750,2
1877,0,943,1.0,1.0,3,1,1,2,2,2,7102125,3
1878,2,1098,1.0,1.0,3,0,0,2,2,4,8901650,3
1879,0,1190,1.0,1.0,3,0,0,0,2,2,6499750,1
1880,3,1590,2.0,1.0,4,1,0,2,2,3,9637220,0
1881,0,1040,1.0,1.0,3,1,2,0,2,2,9567000,3
1882,4,1524,2.0,1.0,4,0,1,3,2,3,9890620,4
1883,2,1132,1.0,1.0,3,1,0,2,0,3,8356850,2
1884,5,1699,1.0,1.0,4,1,2,0,2,3,19297260,2
1885,2,1204,2.0,1.0,4,1,1,2,1,3,10096480,3
1886,1,1003,1.0,1.0,3,0,2,3,2,4,13709595,4
1887,5,1610,1.0,1.0,4,1,0,0,2,4,12364800,2
1888,3,1869,3.0,2.0,5,0,0,0,1,1,8074630,4
1889,5,1676,1.0,1.0,4,1,2,2,1,5,20302130,0
1890,1,929,1.0,1.0,3,1,0,2,0,5,9494835,4
1891,0,1265,1.0,1.0,3,0,1,1,2,5,8970625,3
1892,6,1585,1.0,1.0,4,0,2,0,1,4,17556170,2
1893,2,729,1.0,1.0,2,0,2,2,0,5,9860400,3
1894,6,1882,2.0,1.0,5,0,0,3,0,4,12235870,1
1895,1,912,1.0,1.0,3,1,2,1,0,0,9350240,0
1896,4,2147,3.0,2.0,5,0,2,1,1,5,17180560,3
1897,2,898,1.0,1.0,3,1,2,2,2,5,12906800,2
1898,3,1979,3.0,2.0,5,1,2,0,0,3,15965590,1
1899,0,1398,2.0,2.0,4,0,0,2,1,4,7443250,3
1900,0,942,1.0,1.0,3,1,0,3,1,1,5895000,2
1901,0,1504,2.0,2.0,4,0,0,0,1,5,7868000,0
1902,2,821,1.0,1.0,3,1,0,1,2,3,8707750,4
1903,1,1045,1.0,1.0,3,0,2,0,1,2,11329800,1
1904,2,1149,1.0,1.0,3,0,0,3,1,3,8318450,3
1905,5,1666,1.0,1.0,4,1,1,1,2,3,13009590,0
1906,0,1210,1.0,1.0,3,1,1,3,2,3,8333250,0
1907,3,1523,2.0,1.0,4,1,1,0,1,1,8078620,0
1908,2,891,1.0,1.0,3,0,2,2,0,5,10674350,0
1909,6,1955,2.0,1.0,5,1,2,3,2,4,22302670,0
1910,2,1191,1.0,1.0,3,0,1,3,2,4,10749120,4
1911,4,1641,2.0,1.0,4,0,1,3,1,3,9575120,2
1912,2,740,1.0,1.0,2,1,0,1,2,3,7525500,2
1913,3,1588,2.0,1.0,4,0,2,3,1,0,11385450,2
1914,0,1272,1.0,1.0,3,1,1,1,1,2,7544000,0
1915,2,879,1.0,1.0,3,0,2,2,2,5,12177400,3
1916,2,1228,2.0,1.0,4,0,1,0,2,4,10071110,2
1917,0,946,1.0,1.0,3,0,2,0,0,3,7922250,4
1918,0,867,1.0,1.0,2,1,2,1,2,1,7691250,2
1919,3,1932,3.0,2.0,5,1,0,3,0,0,7733620,2
1920,3,1617,2.0,1.0,4,0,2,3,0,4,13014740,3
1921,4,2179,3.0,2.0,5,1,2,2,1,5,18485760,3
1922,0,1040,1.0,1.0,3,1,0,2,0,0,4437750,0
1923,0,950,1.0,1.0,3,1,2,1,2,0,8047500,3
1924,0,1354,2.0,2.0,4,0,0,2,0,1,5131250,4
1925,3,1739,2.0,1.0,4,0,2,1,1,0,11730190,0
1926,1,935,1.0,1.0,3,0,2,2,0,5,11679050,1
1927,0,1484,2.0,2.0,4,1,1,2,1,0,6790750,0
1928,4,2182,3.0,2.0,5,0,1,1,2,4,11774560,1
1929,5,1711,1.0,1.0,4,0,1,1,0,3,11523870,1
1930,2,886,1.0,1.0,3,0,1,0,1,3,6956820,0
1931,3,1760,2.0,1.0,4,1,2,3,2,4,16616430,4
1932,2,1283,2.0,1.0,4,1,0,3,0,4,9606750,1
1933,0,1155,1.0,1.0,3,0,0,3,0,4,6125250,0
1934,0,752,1.0,1.0,2,1,0,1,1,2,5807250,2
1935,4,1888,3.0,2.0,5,1,0,3,2,5,11805840,0
1936,2,1211,2.0,1.0,4,0,2,2,2,3,13261700,1
1937,0,1248,1.0,1.0,3,1,1,3,0,0,5710250,3
1938,4,1892,3.0,2.0,5,1,2,2,1,5,16967540,3
1939,1,1030,1.0,1.0,3,0,0,3,0,0,5743315,2
1940,2,1254,2.0,1.0,4,0,1,2,0,4,9095330,1
1941,4,1762,2.0,1.0,4,0,2,3,2,3,14826580,4
1942,0,1622,2.0,2.0,4,0,2,3,0,3,11168750,1
1943,2,951,1.0,1.0,3,0,2,1,0,5,11264700,1
1944,5,1981,2.0,1.0,5,0,2,2,0,4,20697180,1
1945,0,1628,2.0,2.0,4,0,0,0,0,1,6008250,3
1946,2,797,1.0,1.0,2,0,0,0,0,5,7142850,3
1947,0,1587,2.0,2.0,4,1,2,2,0,2,11268000,3
1948,2,1081,1.0,1.0,3,0,2,1,0,3,11318950,1
1949,5,1895,2.0,1.0,5,1,1,2,1,3,14358470,1
1950,2,973,1.0,1.0,3,1,2,1,2,3,12173800,3
1951,2,844,1.0,1.0,3,1,0,2,2,4,9319450,2
1952,2,965,1.0,1.0,3,0,0,1,0,3,6598000,3
1953,3,1742,2.0,1.0,4,0,1,2,2,0,8539610,1
1954,4,1304,1.0,1.0,3,1,1,1,1,5,10779980,4
1955,6,1510,1.0,1.0,4,0,0,0,1,5,11220930,0
1956,6,1888,2.0,1.0,5,1,2,1,0,4,21014810,2
1957,5,1540,1.0,1.0,4,1,2,2,1,5,19142980,0
1958,0,1023,1.0,1.0,3,1,1,1,2,2,7310375,0
1959,0,798,1.0,1.0,2,0,2,3,2,2,7506500,0
1960,5,1624,1.0,1.0,4,1,0,1,2,4,13099130,3
1961,4,1612,2.0,1.0,4,0,0,3,1,3,8599740,1
1962,6,1723,1.0,1.0,4,1,1,1,1,4,14028720,4
1963,2,950,1.0,1.0,3,1,2,3,0,4,11873250,0
