,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_SOLD,YEARSOLD,Commercial,House,Others
1350,0.0,1473,2,2,4,0.0,1,2.0,1.0,3.0,8352000,10,2010,0.0,1.0,0.0
1351,0.0,1699,2,2,4,3.0,1,0.0,0.0,1.0,11423750,9,2009,1.0,0.0,0.0
1352,2.0,1026,1,1,3,4.0,0,0.0,2.0,5.0,10120070,19,2011,0.0,0.0,1.0
1353,5.0,1570,1,1,4,2.0,0,1.0,0.0,3.0,10738110,33,2008,0.0,0.0,1.0
1354,4.0,1479,2,1,4,1.0,0,3.0,2.0,3.0,8495640,23,2008,0.0,1.0,0.0
1355,4.0,2380,4,2,6,3.0,0,2.0,2.0,3.0,12341040,23,2010,0.0,0.0,1.0
1356,2.0,704,1,1,2,0.0,0,3.0,2.0,3.0,6248450,39,2015,0.0,1.0,0.0
1357,4.0,1325,1,1,3,3.0,1,2.0,1.0,3.0,8477500,24,2009,0.0,1.0,0.0
1358,3.0,1558,2,1,4,1.0,0,3.0,1.0,3.0,12564350,54,2004,1.0,0.0,0.0
1359,2.0,1133,1,1,3,0.0,1,3.0,0.0,3.0,9304960,5,2009,0.0,0.0,1.0
1360,4.0,1866,3,2,5,4.0,0,3.0,2.0,4.0,10822220,21,2012,0.0,1.0,0.0
1361,1.0,936,1,1,3,3.0,1,0.0,1.0,3.0,9038260,24,2011,0.0,0.0,1.0
1362,3.0,1657,2,1,4,3.0,0,3.0,0.0,0.0,10849950,50,2008,1.0,0.0,0.0
1363,2.0,904,1,1,3,1.0,0,3.0,0.0,5.0,8452080,12,2011,0.0,0.0,1.0
1364,2.0,924,1,1,3,4.0,1,0.0,2.0,5.0,13485100,30,2015,1.0,0.0,0.0
1365,4.0,2031,3,2,5,4.0,1,1.0,1.0,3.0,11878140,16,2009,0.0,0.0,1.0
1366,3.0,1945,3,2,5,1.0,1,0.0,2.0,3.0,10961920,16,2011,0.0,1.0,0.0
1367,2.0,1297,2,1,4,1.0,0,2.0,2.0,5.0,10088450,39,2014,0.0,1.0,0.0
1368,4.0,2179,3,2,5,2.0,1,3.0,1.0,4.0,17858980,29,2010,1.0,0.0,0.0
1369,2.0,996,1,1,3,1.0,1,0.0,2.0,4.0,9135400,27,2012,0.0,1.0,0.0
1370,2.0,969,1,1,3,1.0,0,1.0,1.0,5.0,8646380,39,2011,0.0,0.0,1.0
1371,3.0,1506,2,1,4,4.0,0,2.0,2.0,1.0,8576110,23,2005,0.0,0.0,1.0
1372,2.0,1095,1,1,3,0.0,0,3.0,2.0,3.0,8367250,19,2012,0.0,1.0,0.0
1373,4.0,1329,1,1,3,2.0,1,3.0,1.0,4.0,9840760,19,2011,0.0,0.0,1.0
1374,0.0,1130,1,1,3,0.0,1,2.0,2.0,3.0,8461500,5,2010,0.0,0.0,1.0
1375,0.0,1299,1,1,3,3.0,0,3.0,1.0,4.0,10651250,35,2010,1.0,0.0,0.0
1376,0.0,514,1,1,2,4.0,0,3.0,0.0,1.0,3093500,39,2011,0.0,1.0,0.0
1377,4.0,1738,2,1,4,4.0,0,3.0,2.0,4.0,10646500,5,2011,0.0,1.0,0.0
1378,6.0,1782,1,1,4,1.0,0,2.0,2.0,3.0,12105050,20,2013,0.0,1.0,0.0
1379,0.0,749,1,1,2,2.0,1,2.0,0.0,3.0,5325000,46,2010,0.0,1.0,0.0
1380,2.0,1267,2,1,4,0.0,1,2.0,0.0,4.0,9396600,24,2008,0.0,1.0,0.0
1381,0.0,694,1,1,2,4.0,0,1.0,2.0,2.0,6936250,36,2012,1.0,0.0,0.0
1382,1.0,1175,1,1,3,3.0,1,0.0,1.0,4.0,10732635,29,2008,0.0,0.0,1.0
1383,5.0,1846,2,1,5,4.0,0,2.0,1.0,4.0,20244990,42,2014,1.0,0.0,0.0
1384,4.0,1428,2,1,4,1.0,1,1.0,1.0,3.0,12964940,7,2009,1.0,0.0,0.0
1385,1.0,824,1,1,3,1.0,1,3.0,1.0,2.0,7881135,29,2009,0.0,0.0,1.0
1386,3.0,1637,2,1,4,1.0,1,2.0,2.0,1.0,13460460,38,2009,1.0,0.0,0.0
1387,4.0,2189,3,2,5,4.0,1,3.0,2.0,4.0,13791820,12,2010,0.0,0.0,1.0
1388,1.0,1128,1,1,3,0.0,1,3.0,0.0,5.0,9662810,34,2009,0.0,1.0,0.0
1389,0.0,1213,1,1,3,3.0,0,1.0,1.0,4.0,6918250,33,2009,0.0,1.0,0.0
1390,3.0,1984,3,2,5,2.0,1,1.0,2.0,1.0,15679400,35,2006,1.0,0.0,0.0
1391,1.0,680,1,1,2,4.0,1,0.0,1.0,0.0,8588630,22,2008,1.0,0.0,0.0
1392,3.0,1508,2,1,4,0.0,0,0.0,1.0,2.0,6890790,47,2004,0.0,1.0,0.0
1393,5.0,2000,2,1,5,1.0,0,0.0,1.0,4.0,20926890,42,2014,1.0,0.0,0.0
1394,5.0,1538,1,1,4,1.0,1,3.0,2.0,5.0,19964360,13,2007,1.0,0.0,0.0
1395,6.0,1723,1,1,4,4.0,1,2.0,0.0,4.0,12565070,36,2014,0.0,1.0,0.0
1396,2.0,1161,1,1,3,1.0,1,0.0,1.0,5.0,10586920,33,2007,0.0,0.0,1.0
1397,3.0,1676,2,1,4,0.0,1,3.0,2.0,0.0,9089160,27,2005,0.0,0.0,1.0
1398,6.0,1749,1,1,4,1.0,0,1.0,1.0,3.0,11351890,17,2014,0.0,1.0,0.0
1399,4.0,2199,3,2,5,0.0,1,2.0,2.0,5.0,12761560,18,2008,0.0,1.0,0.0
1400,2.0,1101,1,1,3,1.0,0,0.0,2.0,5.0,8982400,39,2013,0.0,1.0,0.0
1401,1.0,1240,2,2,4,0.0,1,1.0,1.0,3.0,10636820,8,2007,0.0,0.0,1.0
1402,1.0,1266,2,2,4,1.0,0,2.0,2.0,0.0,8122870,38,2007,0.0,0.0,1.0
1403,2.0,1021,1,1,3,2.0,1,1.0,1.0,3.0,9315520,9,2014,0.0,0.0,1.0
1404,3.0,1713,2,1,4,3.0,1,2.0,1.0,0.0,7897470,36,2010,0.0,1.0,0.0
1405,3.0,1563,2,1,4,0.0,0,3.0,0.0,0.0,5613270,36,2006,0.0,1.0,0.0
1406,2.0,889,1,1,3,1.0,0,1.0,2.0,5.0,12146250,15,2009,1.0,0.0,0.0
1407,3.0,1925,3,2,5,4.0,1,2.0,2.0,1.0,11055190,27,2009,0.0,0.0,1.0
1408,4.0,1791,3,2,5,4.0,0,2.0,2.0,4.0,10434260,23,2010,0.0,1.0,0.0
1409,2.0,910,1,1,3,3.0,1,1.0,1.0,5.0,9186250,23,2006,0.0,1.0,0.0
1410,4.0,2450,4,2,6,3.0,0,1.0,2.0,3.0,11638240,12,2011,0.0,1.0,0.0
1411,4.0,1763,2,1,4,1.0,1,3.0,1.0,3.0,10388400,27,2010,0.0,0.0,1.0
1412,2.0,1170,1,1,3,2.0,0,3.0,1.0,3.0,12448500,38,2012,1.0,0.0,0.0
1413,1.0,1294,2,2,4,0.0,1,1.0,2.0,3.0,10383300,20,2010,0.0,1.0,0.0
1414,4.0,1386,2,1,4,0.0,1,1.0,1.0,5.0,13800700,5,2011,1.0,0.0,0.0
1415,0.0,1506,2,2,4,4.0,1,0.0,0.0,1.0,6450250,35,2010,0.0,1.0,0.0
1416,5.0,1830,2,1,5,2.0,0,1.0,2.0,5.0,20787310,43,2011,1.0,0.0,0.0
1417,2.0,744,1,1,2,2.0,1,0.0,0.0,3.0,6481200,27,2013,0.0,1.0,0.0
1418,2.0,1298,2,1,4,0.0,1,1.0,0.0,4.0,9719400,4,2014,0.0,1.0,0.0
1419,5.0,1615,1,1,4,2.0,0,0.0,0.0,3.0,9845950,30,2013,0.0,1.0,0.0
1420,4.0,1964,3,2,5,1.0,0,2.0,1.0,4.0,10084580,19,2011,0.0,1.0,0.0
1421,2.0,812,1,1,3,3.0,0,3.0,0.0,4.0,7226100,10,2012,0.0,1.0,0.0
1422,1.0,1270,2,2,4,4.0,1,2.0,1.0,1.0,14569565,11,2011,1.0,0.0,0.0
1423,0.0,1045,1,1,3,3.0,0,1.0,0.0,0.0,3574750,35,2012,0.0,1.0,0.0
1424,2.0,1093,1,1,3,2.0,0,2.0,0.0,5.0,8750400,12,2008,0.0,1.0,0.0
1425,2.0,934,1,1,3,1.0,0,2.0,0.0,3.0,7151680,14,2008,0.0,0.0,1.0
1426,3.0,1617,2,1,4,1.0,0,2.0,0.0,5.0,8528890,43,2011,0.0,1.0,0.0
1427,3.0,1994,3,2,5,3.0,0,1.0,0.0,2.0,8376880,29,2009,0.0,1.0,0.0
1428,3.0,1759,2,1,4,4.0,1,2.0,2.0,5.0,11978830,29,2004,0.0,1.0,0.0
1429,4.0,1968,3,2,5,2.0,1,1.0,2.0,5.0,13053180,11,2009,0.0,0.0,1.0
1430,0.0,785,1,1,2,1.0,0,1.0,0.0,2.0,4146875,32,2011,0.0,0.0,1.0
1431,3.0,1956,3,2,5,2.0,0,2.0,1.0,1.0,9566290,17,2011,0.0,0.0,1.0
1432,0.0,1042,1,1,3,1.0,0,1.0,2.0,1.0,5998500,6,2010,0.0,0.0,1.0
1433,5.0,1566,1,1,4,1.0,0,2.0,0.0,4.0,11470100,26,2008,0.0,0.0,1.0
1434,4.0,1380,2,1,4,1.0,0,3.0,2.0,3.0,12076560,27,2008,1.0,0.0,0.0
1435,0.0,1047,1,1,3,2.0,1,3.0,2.0,2.0,6794000,50,2012,0.0,1.0,0.0
1436,2.0,975,1,1,3,1.0,0,2.0,1.0,4.0,8074850,11,2012,0.0,1.0,0.0
1437,2.0,1036,1,1,3,3.0,0,2.0,0.0,5.0,8313550,17,2010,0.0,1.0,0.0
1438,5.0,1960,2,1,5,0.0,0,2.0,1.0,3.0,12976220,37,2010,0.0,0.0,1.0
1439,4.0,2438,4,2,6,3.0,0,2.0,1.0,4.0,11871500,5,2011,0.0,1.0,0.0
1440,6.0,1752,1,1,4,3.0,0,2.0,0.0,3.0,11987190,24,2007,0.0,0.0,1.0
1441,2.0,1272,2,1,4,2.0,0,0.0,1.0,3.0,9065140,26,2012,0.0,0.0,1.0
1442,1.0,784,1,1,2,4.0,0,2.0,2.0,5.0,9044045,23,2006,0.0,1.0,0.0
1443,4.0,2461,4,2,6,0.0,0,2.0,2.0,4.0,12712980,28,2011,0.0,0.0,1.0
1444,2.0,911,1,1,3,0.0,0,3.0,1.0,5.0,11507600,28,2009,1.0,0.0,0.0
1445,4.0,2330,4,2,6,3.0,1,1.0,2.0,5.0,19768320,16,2009,1.0,0.0,0.0
1446,3.0,1673,2,1,4,4.0,0,0.0,0.0,4.0,8483250,44,2006,0.0,1.0,0.0
1447,2.0,1171,1,1,3,4.0,0,3.0,0.0,5.0,14035050,7,2010,1.0,0.0,0.0
1448,3.0,1966,3,2,5,2.0,0,1.0,2.0,1.0,9343170,6,2005,0.0,1.0,0.0
1449,0.0,850,1,1,2,1.0,1,3.0,2.0,0.0,7039250,47,2010,1.0,0.0,0.0
1450,5.0,1622,1,1,4,3.0,0,2.0,2.0,3.0,11308830,24,2009,0.0,1.0,0.0
1451,3.0,1938,3,2,5,4.0,0,3.0,2.0,5.0,11554330,34,2005,0.0,1.0,0.0
1452,5.0,1867,2,1,5,1.0,1,2.0,1.0,4.0,13507780,23,2007,0.0,1.0,0.0
1453,1.0,791,1,1,2,4.0,1,1.0,0.0,0.0,6387040,16,2010,0.0,0.0,1.0
1454,5.0,1958,2,1,5,1.0,0,2.0,0.0,3.0,19801690,22,2007,1.0,0.0,0.0
1455,5.0,1601,1,1,4,2.0,0,2.0,2.0,4.0,12646540,38,2008,0.0,0.0,1.0
1456,0.0,1617,2,2,4,4.0,1,1.0,2.0,5.0,14486250,34,2009,1.0,0.0,0.0
1457,2.0,1015,1,1,3,3.0,0,1.0,1.0,4.0,11677750,37,2013,1.0,0.0,0.0
1458,6.0,1572,1,1,4,0.0,1,0.0,2.0,4.0,12274630,28,2012,0.0,1.0,0.0
1459,6.0,1924,2,1,5,1.0,0,3.0,1.0,4.0,13780460,32,2007,0.0,0.0,1.0
1460,6.0,1848,2,1,5,4.0,0,0.0,1.0,5.0,14772160,16,2013,0.0,0.0,1.0
1461,2.0,1238,2,1,4,0.0,1,1.0,2.0,3.0,10064150,5,2012,0.0,1.0,0.0
1462,6.0,1556,1,1,4,3.0,1,1.0,0.0,5.0,12215170,25,2014,0.0,1.0,0.0
1463,5.0,1543,1,1,4,3.0,1,1.0,0.0,4.0,18080410,13,2012,1.0,0.0,0.0
1464,5.0,1534,1,1,4,2.0,0,1.0,1.0,4.0,17311570,26,2014,1.0,0.0,0.0
1465,4.0,1635,2,1,4,0.0,0,1.0,1.0,4.0,8908220,11,2009,0.0,1.0,0.0
1466,4.0,1450,2,1,4,1.0,1,1.0,2.0,4.0,10613220,11,2011,0.0,0.0,1.0
1467,2.0,1117,1,1,3,1.0,0,3.0,1.0,3.0,8282640,37,2009,0.0,0.0,1.0
1468,2.0,953,1,1,3,0.0,1,1.0,0.0,4.0,8050150,21,2012,0.0,1.0,0.0
1469,2.0,742,1,1,2,1.0,1,1.0,0.0,4.0,7439700,14,2008,0.0,1.0,0.0
1470,0.0,820,1,1,2,1.0,1,0.0,0.0,2.0,5435750,5,2010,0.0,1.0,0.0
1471,5.0,1895,2,1,5,1.0,1,1.0,2.0,4.0,13770420,31,2009,0.0,1.0,0.0
1472,5.0,1717,1,1,4,1.0,1,1.0,1.0,5.0,20330350,30,2009,1.0,0.0,0.0
1473,2.0,790,1,1,2,4.0,1,2.0,2.0,3.0,8664000,34,2011,0.0,0.0,1.0
1474,3.0,1885,3,2,5,4.0,1,1.0,1.0,4.0,16410600,55,2008,1.0,0.0,0.0
1475,3.0,1749,2,1,4,3.0,1,3.0,1.0,5.0,12403030,9,2012,0.0,0.0,1.0
1476,0.0,734,1,1,2,4.0,0,1.0,2.0,4.0,6702250,19,2010,0.0,1.0,0.0
1477,0.0,1624,2,2,4,3.0,0,2.0,0.0,0.0,5383250,23,2011,0.0,1.0,0.0
1478,1.0,953,1,1,3,0.0,1,1.0,1.0,2.0,8233645,23,2009,0.0,0.0,1.0
1479,2.0,967,1,1,3,0.0,1,0.0,1.0,3.0,8249290,34,2008,0.0,0.0,1.0
1480,2.0,961,1,1,3,4.0,0,1.0,2.0,4.0,8720250,19,2008,0.0,1.0,0.0
1481,0.0,1034,1,1,3,2.0,1,1.0,0.0,2.0,6117000,27,2010,0.0,0.0,1.0
1482,3.0,1940,3,2,5,1.0,0,0.0,1.0,5.0,10771580,9,2007,0.0,1.0,0.0
1483,2.0,753,1,1,2,1.0,0,0.0,2.0,3.0,9264900,38,2010,1.0,0.0,0.0
1484,0.0,755,1,1,2,4.0,0,1.0,1.0,2.0,6789000,28,2009,1.0,0.0,0.0
1485,5.0,1971,2,1,5,4.0,0,0.0,0.0,5.0,21266520,41,2007,1.0,0.0,0.0
1486,2.0,1026,1,1,3,4.0,1,3.0,1.0,3.0,12798800,32,2013,1.0,0.0,0.0
1487,0.0,1375,2,2,4,2.0,0,1.0,1.0,0.0,5643625,26,2010,0.0,0.0,1.0
1488,0.0,728,1,1,2,4.0,0,1.0,0.0,0.0,2939750,33,2011,0.0,1.0,0.0
1489,5.0,1807,2,1,5,4.0,0,0.0,0.0,4.0,13003580,27,2014,0.0,0.0,1.0
1490,0.0,1333,2,2,4,0.0,0,1.0,0.0,3.0,9718500,6,2010,1.0,0.0,0.0
1491,2.0,1093,1,1,3,2.0,1,3.0,1.0,4.0,9491150,25,2013,0.0,1.0,0.0
1492,1.0,1191,1,1,3,0.0,0,1.0,1.0,1.0,7741945,23,2007,0.0,0.0,1.0
1493,6.0,1984,2,1,5,4.0,1,3.0,2.0,4.0,16766120,5,2010,0.0,0.0,1.0
1494,0.0,888,1,1,2,3.0,1,1.0,2.0,2.0,6422750,33,2012,0.0,1.0,0.0
1495,2.0,1100,1,1,3,2.0,1,2.0,2.0,5.0,14826000,23,2014,1.0,0.0,0.0
1496,2.0,1294,2,1,4,2.0,1,2.0,2.0,3.0,15199400,20,2010,1.0,0.0,0.0
1497,3.0,1904,3,2,5,4.0,0,0.0,1.0,3.0,10058510,53,2010,0.0,0.0,1.0
1498,0.0,1045,1,1,3,1.0,1,0.0,1.0,5.0,8563875,18,2010,0.0,0.0,1.0
1499,0.0,1253,1,1,3,0.0,0,1.0,1.0,2.0,6036750,7,2011,0.0,1.0,0.0
1500,4.0,1472,2,1,4,2.0,0,2.0,2.0,4.0,13185700,25,2010,1.0,0.0,0.0
1501,5.0,1765,1,1,4,1.0,0,3.0,2.0,5.0,20325440,37,2008,1.0,0.0,0.0
1502,6.0,1634,1,1,4,2.0,1,1.0,2.0,5.0,13427670,31,2012,0.0,1.0,0.0
1503,4.0,1823,3,2,5,1.0,1,3.0,2.0,4.0,16142300,25,2010,1.0,0.0,0.0
1504,4.0,2404,4,2,6,0.0,1,3.0,1.0,4.0,13526040,8,2008,0.0,0.0,1.0
1505,2.0,985,1,1,3,4.0,0,3.0,2.0,5.0,9573450,28,2009,0.0,1.0,0.0
1506,2.0,826,1,1,3,1.0,1,3.0,1.0,5.0,9140400,20,2014,0.0,1.0,0.0
1507,2.0,705,1,1,2,4.0,0,3.0,1.0,4.0,7495700,18,2009,0.0,1.0,0.0
1508,2.0,987,1,1,3,0.0,0,2.0,0.0,4.0,7415850,11,2008,0.0,1.0,0.0
1509,4.0,1625,2,1,4,4.0,1,1.0,1.0,3.0,10232060,28,2008,0.0,0.0,1.0
1510,3.0,1729,2,1,4,0.0,1,3.0,0.0,0.0,7485650,15,2010,0.0,1.0,0.0
1511,5.0,1791,1,1,4,2.0,1,1.0,1.0,3.0,20234860,8,2011,1.0,0.0,0.0
1512,2.0,1019,1,1,3,3.0,1,3.0,2.0,4.0,10315780,21,2014,0.0,0.0,1.0
1513,2.0,1212,2,1,4,3.0,0,2.0,0.0,3.0,12383200,28,2012,1.0,0.0,0.0
1514,1.0,1234,2,2,4,3.0,0,3.0,0.0,0.0,7415240,16,2008,0.0,0.0,1.0
1515,0.0,850,1,1,2,3.0,0,0.0,0.0,0.0,3561750,8,2011,0.0,0.0,1.0
1516,1.0,662,1,1,2,4.0,1,1.0,2.0,0.0,8848105,28,2010,1.0,0.0,0.0
1517,0.0,1555,2,2,4,3.0,0,2.0,0.0,0.0,8745500,39,2010,1.0,0.0,0.0
1518,5.0,1711,1,1,4,1.0,1,0.0,0.0,3.0,11216030,28,2014,0.0,1.0,0.0
1519,2.0,1064,1,1,3,2.0,1,3.0,0.0,5.0,13216400,36,2009,1.0,0.0,0.0
1520,2.0,816,1,1,3,3.0,1,2.0,0.0,5.0,8227800,32,2011,0.0,1.0,0.0
1521,1.0,1252,2,2,4,1.0,1,0.0,0.0,2.0,8529780,13,2007,0.0,1.0,0.0
1522,3.0,1917,3,2,5,2.0,0,0.0,0.0,2.0,8027460,28,2012,0.0,1.0,0.0
1523,2.0,1013,1,1,3,2.0,1,3.0,2.0,5.0,10431150,17,2009,0.0,1.0,0.0
1524,2.0,1080,1,1,3,1.0,0,1.0,0.0,5.0,8319100,14,2010,0.0,1.0,0.0
1525,0.0,627,1,1,2,4.0,0,1.0,0.0,5.0,6231125,10,2009,0.0,0.0,1.0
1526,2.0,1058,1,1,3,0.0,1,0.0,1.0,3.0,12197050,26,2014,1.0,0.0,0.0
1527,2.0,951,1,1,3,0.0,0,1.0,2.0,4.0,11621350,25,2010,1.0,0.0,0.0
1528,5.0,1823,2,1,5,4.0,0,3.0,1.0,3.0,13450260,21,2012,0.0,0.0,1.0
1529,0.0,575,1,1,2,1.0,0,3.0,2.0,0.0,3975250,9,2011,0.0,1.0,0.0
1530,2.0,737,1,1,2,2.0,1,2.0,0.0,3.0,9455450,27,2014,1.0,0.0,0.0
1531,1.0,706,1,1,2,2.0,0,0.0,1.0,0.0,5054675,25,2006,0.0,0.0,1.0
1532,0.0,1109,1,1,3,3.0,0,2.0,2.0,0.0,5205500,24,2012,0.0,1.0,0.0
1533,2.0,1211,2,1,4,4.0,0,0.0,2.0,3.0,9212250,11,2011,0.0,1.0,0.0
1534,0.0,1450,2,2,4,3.0,0,2.0,2.0,2.0,6890250,39,2011,0.0,1.0,0.0
1535,1.0,1277,2,2,4,0.0,0,0.0,2.0,2.0,13606320,27,2007,1.0,0.0,0.0
1536,6.0,1568,1,1,4,4.0,0,3.0,2.0,3.0,12802880,17,2010,0.0,0.0,1.0
1537,1.0,995,1,1,3,2.0,0,3.0,2.0,3.0,12171985,39,2009,1.0,0.0,0.0
1538,0.0,1304,1,1,3,2.0,1,1.0,1.0,1.0,6721500,38,2009,0.0,0.0,1.0
1539,0.0,561,1,1,2,1.0,0,3.0,2.0,2.0,4703750,35,2010,0.0,1.0,0.0
1540,0.0,831,1,1,2,4.0,0,1.0,2.0,3.0,6083250,33,2010,0.0,1.0,0.0
1541,5.0,1811,2,1,5,1.0,1,1.0,2.0,4.0,13510040,27,2013,0.0,1.0,0.0
1542,4.0,1563,2,1,4,2.0,0,1.0,1.0,5.0,13840180,19,2009,1.0,0.0,0.0
1543,2.0,1107,1,1,3,0.0,0,2.0,2.0,4.0,13282450,7,2008,1.0,0.0,0.0
1544,2.0,910,1,1,3,0.0,0,0.0,2.0,4.0,7847750,21,2013,0.0,1.0,0.0
1545,6.0,1512,1,1,4,0.0,1,3.0,1.0,4.0,18531240,7,2010,1.0,0.0,0.0
1546,2.0,1061,1,1,3,4.0,1,1.0,1.0,5.0,10485020,35,2010,0.0,0.0,1.0
1547,3.0,1851,3,2,5,0.0,0,0.0,1.0,5.0,11144770,17,2006,0.0,0.0,1.0
1548,5.0,1655,1,1,4,2.0,1,1.0,2.0,5.0,20586630,24,2013,1.0,0.0,0.0
1549,0.0,895,1,1,3,4.0,0,0.0,2.0,2.0,5437500,48,2011,0.0,1.0,0.0
1550,0.0,1192,1,1,3,4.0,0,0.0,1.0,5.0,8629750,9,2009,0.0,0.0,1.0
1551,3.0,1670,2,1,4,0.0,0,1.0,0.0,3.0,8147530,39,2009,0.0,0.0,1.0
1552,5.0,1532,1,1,4,3.0,0,3.0,1.0,4.0,11301300,24,2011,0.0,1.0,0.0
1553,3.0,1896,3,2,5,1.0,0,3.0,0.0,3.0,9911860,13,2006,0.0,0.0,1.0
1554,0.0,1296,1,1,3,0.0,1,3.0,0.0,1.0,6537250,11,2011,0.0,0.0,1.0
1555,4.0,2045,3,2,5,1.0,1,1.0,1.0,4.0,16957260,13,2009,1.0,0.0,0.0
1556,1.0,722,1,1,2,0.0,0,2.0,1.0,1.0,5310935,9,2012,0.0,1.0,0.0
1557,1.0,637,1,1,2,0.0,1,3.0,1.0,4.0,10576965,12,2011,1.0,0.0,0.0
1558,3.0,1519,2,1,4,0.0,1,3.0,0.0,3.0,12682380,45,2007,1.0,0.0,0.0
1559,0.0,1107,1,1,3,2.0,0,1.0,2.0,0.0,4462000,46,2010,0.0,1.0,0.0
1560,5.0,1788,1,1,4,0.0,1,3.0,1.0,5.0,13581650,25,2007,0.0,1.0,0.0
1561,0.0,923,1,1,3,1.0,1,1.0,1.0,0.0,7346750,14,2010,1.0,0.0,0.0
1562,2.0,1261,2,1,4,4.0,1,2.0,1.0,3.0,9822750,21,2011,0.0,1.0,0.0
1563,6.0,1773,1,1,4,3.0,0,1.0,2.0,5.0,14101250,33,2010,0.0,0.0,1.0
1564,2.0,1104,1,1,3,0.0,1,3.0,1.0,3.0,9718230,5,2010,0.0,0.0,1.0
1565,2.0,883,1,1,3,4.0,0,2.0,0.0,5.0,7781350,36,2013,0.0,1.0,0.0
1566,0.0,1639,2,2,4,4.0,1,2.0,0.0,3.0,8793625,38,2010,0.0,0.0,1.0
1567,0.0,910,1,1,3,4.0,0,3.0,1.0,2.0,5602750,50,2011,0.0,0.0,1.0
1568,0.0,1572,2,2,4,4.0,1,2.0,0.0,0.0,6714500,49,2012,0.0,0.0,1.0
1569,4.0,1854,3,2,5,0.0,1,2.0,1.0,3.0,10948060,9,2011,0.0,0.0,1.0
1570,0.0,1219,1,1,3,1.0,1,2.0,0.0,1.0,5943875,35,2009,0.0,0.0,1.0
1571,1.0,1033,1,1,3,1.0,1,1.0,1.0,2.0,8023795,33,2010,0.0,1.0,0.0
1572,1.0,861,1,1,3,4.0,1,0.0,1.0,1.0,7587075,5,2008,0.0,1.0,0.0
1573,2.0,963,1,1,3,1.0,1,2.0,1.0,3.0,7944000,36,2007,0.0,1.0,0.0
1574,3.0,1537,2,1,4,1.0,0,3.0,2.0,0.0,7468400,45,2005,0.0,0.0,1.0
1575,0.0,1579,2,2,4,1.0,0,3.0,1.0,0.0,9343500,46,2011,1.0,0.0,0.0
1576,6.0,1925,2,1,5,0.0,1,0.0,1.0,3.0,12688340,27,2008,0.0,1.0,0.0
1577,0.0,1584,2,2,4,2.0,0,1.0,0.0,2.0,10495250,11,2012,1.0,0.0,0.0
1578,6.0,1829,2,1,5,1.0,1,2.0,1.0,5.0,14229060,8,2007,0.0,1.0,0.0
1579,3.0,1761,2,1,4,2.0,0,2.0,0.0,0.0,11360310,53,2008,1.0,0.0,0.0
1580,0.0,1204,1,1,3,2.0,1,2.0,0.0,3.0,7452250,21,2010,0.0,0.0,1.0
1581,2.0,1165,1,1,3,0.0,0,2.0,0.0,5.0,8196250,39,2012,0.0,1.0,0.0
1582,2.0,1109,1,1,3,4.0,0,0.0,1.0,4.0,8713900,18,2007,0.0,1.0,0.0
1583,2.0,818,1,1,3,4.0,1,3.0,1.0,3.0,11752250,7,2013,1.0,0.0,0.0
1584,6.0,1600,1,1,4,0.0,0,0.0,2.0,5.0,12213120,11,2014,0.0,1.0,0.0
1585,0.0,1170,1,1,3,4.0,0,2.0,1.0,5.0,8322500,28,2010,0.0,0.0,1.0
1586,2.0,1288,2,1,4,1.0,0,1.0,0.0,5.0,8935000,28,2009,0.0,1.0,0.0
1587,5.0,1598,1,1,4,1.0,1,2.0,2.0,5.0,13358600,24,2011,0.0,1.0,0.0
1588,2.0,722,1,1,2,1.0,0,3.0,1.0,3.0,6494240,34,2012,0.0,0.0,1.0
1589,2.0,798,1,1,2,0.0,0,3.0,0.0,4.0,6486150,25,2013,0.0,1.0,0.0
1590,0.0,933,1,1,3,3.0,1,3.0,2.0,1.0,8745000,21,2010,1.0,0.0,0.0
1591,2.0,1086,1,1,3,4.0,1,0.0,1.0,4.0,14021800,4,2012,1.0,0.0,0.0
1592,4.0,1952,3,2,5,4.0,0,1.0,1.0,3.0,9671160,28,2011,0.0,1.0,0.0
1593,2.0,1052,1,1,3,0.0,0,2.0,1.0,3.0,7871490,35,2011,0.0,0.0,1.0
1594,3.0,1786,2,1,4,0.0,0,1.0,1.0,3.0,14205080,14,2012,1.0,0.0,0.0
1595,0.0,1652,2,2,4,4.0,0,1.0,1.0,0.0,7014500,9,2009,0.0,0.0,1.0
1596,0.0,1607,2,2,4,0.0,1,2.0,1.0,0.0,6227250,45,2011,0.0,1.0,0.0
1597,2.0,1229,2,1,4,2.0,0,3.0,0.0,3.0,7946950,25,2008,0.0,1.0,0.0
1598,6.0,1902,2,1,5,2.0,0,3.0,1.0,3.0,20181980,29,2011,1.0,0.0,0.0
1599,3.0,1677,2,1,4,3.0,0,3.0,2.0,0.0,12695370,26,2010,1.0,0.0,0.0
1600,2.0,979,1,1,3,4.0,1,1.0,0.0,4.0,8959150,9,2014,0.0,1.0,0.0
1601,1.0,655,1,1,2,1.0,0,0.0,0.0,3.0,7924640,35,2008,1.0,0.0,0.0
1602,2.0,947,1,1,3,1.0,1,0.0,1.0,4.0,11867800,39,2006,1.0,0.0,0.0
